amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids 
503-1765837-9389450	503-1765837-9389450	2026-02-28T22:21:22+09:00	2026-03-01T02:02:55+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー IPX8防水 丸ごと水洗いOK 電池式で充電不要 日本製高炭素鋼刃 マブチモーター搭載 0.5mm極短 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	3299.0	300.0								新潟県	951-8151	JP	
249-3608052-9419058	249-3608052-9419058	2026-02-28T20:22:34+09:00	2026-02-28T23:56:43+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー IPX8防水 丸ごと水洗いOK 電池式で充電不要 日本製高炭素鋼刃 マブチモーター搭載 0.5mm極短 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	3299.0	300.0	40.0	4.0				40.0		東京都	189-0013	JP	
249-9839988-9474246	249-9839988-9474246	2026-02-28T20:16:52+09:00	2026-03-01T01:56:34+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー メンズ USB急速充電 充電式 ディテールまで整えられる設計（きわぞり対応） 髭造型ツール 	MB-042C	B0G492LXS9	Shipped	1	JPY	7700.0	700.0	200.0	18.0				200.0		大阪府	567-0085	JP	
503-6453919-7039813	503-6453919-7039813	2026-02-28T18:17:54+09:00	2026-03-01T10:16:17+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー IPX8防水 丸ごと水洗いOK 電池式で充電不要 日本製高炭素鋼刃 マブチモーター搭載 0.5mm極短 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	3299.0	300.0								宮城県	981-3311	JP	
249-6049422-8243843	249-6049422-8243843	2026-02-28T13:47:16+09:00	2026-03-07T01:04:19+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー 2025全新改版 マットブラックボディ IPX8防水 丸ごと水洗いOK 電池式で充電不要 日本製ステン	MB-042B25/JP	B0DSB44YJZ	Shipped	1	JPY	4990.0	454.0								滋賀県	520-0241	JP	
250-5929429-3915067	250-5929429-3915067	2026-02-28T10:24:28+09:00	2026-02-28T12:11:28+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー IPX8防水 丸ごと水洗いOK 電池式で充電不要 日本製高炭素鋼刃 マブチモーター搭載 0.5mm極短 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	3299.0	300.0	200.0	18.0				200.0		神奈川県	257-0007	JP	
249-9193495-6455003	249-9193495-6455003	2026-02-27T23:32:13+09:00	2026-03-01T17:42:12+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー IPX8防水 丸ごと水洗いOK 電池式で充電不要 日本製高炭素鋼刃 マブチモーター搭載 0.5mm極短 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	3299.0	300.0								三重県	515-0322	JP	
503-9056334-4290258	503-9056334-4290258	2026-02-27T23:17:44+09:00	2026-03-01T11:01:10+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー IPX8防水 丸ごと水洗いOK 電池式で充電不要 日本製高炭素鋼刃 マブチモーター搭載 0.5mm極短 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	3299.0	300.0								千葉県	290-0003	JP	
249-9319814-7583047	249-9319814-7583047	2026-02-27T22:18:36+09:00	2026-02-28T00:27:42+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー メンズ USB急速充電 充電式 ディテールまで整えられる設計（きわぞり対応） 髭造型ツール 	MB-042C	B0G492LXS9	Shipped	1	JPY	7700.0	700.0	200.0	18.0				200.0		兵庫県	659-0012	JP	
250-3477130-4129419	250-3477130-4129419	2026-02-27T19:41:17+09:00	2026-02-27T23:12:28+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー IPX8防水 丸ごと水洗いOK 電池式で充電不要 日本製高炭素鋼刃 マブチモーター搭載 0.5mm極短 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	3299.0	300.0								兵庫県	671-2555	JP	
250-9403092-8941401	250-9403092-8941401	2026-02-27T19:29:01+09:00	2026-02-27T21:55:00+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー IPX8防水 丸ごと水洗いOK 電池式で充電不要 日本製高炭素鋼刃 マブチモーター搭載 0.5mm極短 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	3299.0	300.0								茨城県	312-0024	JP	
250-1177173-4681463	250-1177173-4681463	2026-02-27T19:25:37+09:00	2026-03-02T16:14:09+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー IPX8防水 丸ごと水洗いOK 電池式で充電不要 日本製高炭素鋼刃 マブチモーター搭載 0.5mm極短 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	3299.0	300.0								北海道	041-1122	JP	
503-2544963-2884647	503-2544963-2884647	2026-02-27T18:33:21+09:00	2026-02-27T22:26:08+09:00	Shipped	Amazon	Amazon.co.jp			Standard	URBANER ヒゲトリマー IPX8防水 丸ごと水洗いOK 電池式で充電不要 日本製高炭素鋼刃 マブチモーター搭載 0.5mm極短 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	3299.0	300.0								沖縄県	901-1117	JP	
503-5240637-1926238	503-5240637-1926238	2026-02-27T13:20:09+09:00	2026-02-27T17:53:46+09:00	Shipped	Amazon	Amazon.co.jp			Standard	URBANER ヒゲトリマー IPX8防水 丸ごと水洗いOK 電池式で充電不要 日本製高炭素鋼刃 マブチモーター搭載 0.5mm極短 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	3299.0	300.0								沖縄県	901-1304	JP	
249-5857649-0598215	249-5857649-0598215	2026-02-27T12:51:01+09:00	2026-02-27T18:06:04+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー IPX8防水 丸ごと水洗いOK 電池式で充電不要 日本製高炭素鋼刃 マブチモーター搭載 0.5mm極短 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	3299.0	300.0	100.0	9.0				100.0		神奈川県	226-0027	JP	
249-6825223-2883001	249-6825223-2883001	2026-02-27T12:49:24+09:00	2026-02-27T14:21:36+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー 2025全新改版 マットブラックボディ IPX8防水 丸ごと水洗いOK 電池式で充電不要 日本製ステン	MB-042B25/JP	B0DSB44YJZ	Shipped	1	JPY	4990.0	454.0	200.0	18.0				200.0		東京都	175-0092	JP	
503-2260704-6705437	503-2260704-6705437	2026-02-27T11:06:39+09:00	2026-02-27T14:20:44+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー IPX8防水 丸ごと水洗いOK 電池式で充電不要 日本製高炭素鋼刃 マブチモーター搭載 0.5mm極短 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	3299.0	300.0	100.0	9.0				100.0		東京都	192-0045	JP	
503-9599622-3680651	503-9599622-3680651	2026-02-27T08:33:06+09:00	2026-02-27T13:32:27+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー メンズ USB急速充電 充電式 ディテールまで整えられる設計（きわぞり対応） 髭造型ツール 	MB-042C	B0G492LXS9	Shipped	1	JPY	7700.0	700.0								東京都	206-0002	JP	
503-0196298-2057413	503-0196298-2057413	2026-02-27T01:23:17+09:00	2026-02-27T05:19:32+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー IPX8防水 丸ごと水洗いOK 電池式で充電不要 日本製高炭素鋼刃 マブチモーター搭載 0.5mm極短 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	3299.0	300.0								東京都	181-0013	JP	
