amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids 
249-1827715-1951000	249-1827715-1951000	2023-08-31T23:09:19+09:00	2023-09-01T09:57:15+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER(アーバナー) 電動水洗い式フェイスシェーバー 眉毛シェーバー 眉毛カッター エチケットシェーバー 眉毛 	MB-062JP	B07CYQVK16	Shipped	1	JPY	3024.0	275.0					151.0			神奈川県	244-0803	JP	VPC-6-30594785 Coupon
250-2596161-9848633	250-2596161-9848633	2023-08-31T22:33:44+09:00	2023-09-01T02:12:37+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANERアーバナー ヒゲトリマー バリカン メンズ ひげそり 髭剃 髭トリマー 5段階の長さを自由に決め 日本製Mabuc	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2749.0	250.0			354	32	137.0			Tokyo-to	136-0074	JP	VPC-6-30594785 Coupon
250-7303610-9460638	250-7303610-9460638	2023-08-31T22:07:35+09:00	2023-09-01T16:07:54+09:00	Shipped	Amazon	Amazon.co.jp			Standard	URBANERアーバナー ヒゲトリマー バリカン メンズ ひげそり 髭剃 髭トリマー 5段階の長さを自由に決め 日本製Mabuc	MB-042/FBA	B07CYZH2XC	Shipped	2	JPY	5498.0	500.0	410.0	38.0				410.0		山形県	996-0073	JP	JP Core Free Shipping  2016/03/29 6-38-40-593
249-8787281-5111048	249-8787281-5111048	2023-08-31T21:57:45+09:00	2023-09-01T05:31:22+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER(アーバナー) ペン型眉毛シェーバー レディース 眉毛カッター フェイスシェーバー 眉毛 産毛 うぶ毛 まゆ 	MB-052	B08RBRSW72	Shipped	1	JPY	3366.0	306.0					168.0			愛知県	446-0007	JP	VPC-6-30594785 Coupon
249-6464762-6200635	249-6464762-6200635	2023-08-31T20:47:37+09:00	2023-09-01T08:21:43+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANERアーバナー ヒゲトリマー バリカン メンズ ひげそり 髭剃 髭トリマー 5段階の長さを自由に決め 日本製Mabuc	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2749.0	250.0					137.0			群馬県	375-0022	JP	VPC-6-30594785 Coupon
250-5037906-1839036	250-5037906-1839036	2023-08-31T20:07:22+09:00	2023-09-01T00:16:44+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANERアーバナー ４In１メンズシェーバーセット / 360度洗浄設計の鼻毛カッター 耳毛 鼻毛カッター もみあげシ 	MB-990RT	B0BL2YWH3N	Shipped	1	JPY	6999.0	636.0					350.0			神奈川県	223-0058	JP	VPC-6-30594785 Coupon
249-3420167-1351867	249-3420167-1351867	2023-08-31T20:00:16+09:00	2023-09-01T06:24:01+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER(アーバナー) 猫用爪切り 猫 小型 犬 用 爪 切り ペット 猫 犬 用 爪 切り 安全 カッター 猫 爪 切り 小型 犬	CT-21/FBA	B099MKPRHP	Shipped	1	JPY	2529.0	230.0								東京都	110-0011	JP	
250-9214472-3822244	250-9214472-3822244	2023-08-31T19:55:16+09:00	2023-08-31T23:12:55+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANERアーバナー ヒゲトリマー バリカン メンズ ひげそり 髭剃 髭トリマー 5段階の長さを自由に決め 日本製Mabuc	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2749.0	250.0					137.0			広島県	729-4104	JP	VPC-6-30594785 Coupon
503-9119864-9749435	503-9119864-9749435	2023-08-31T19:27:36+09:00	2023-09-01T02:13:04+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANERアーバナー ４In１メンズシェーバーセット / 360度洗浄設計の鼻毛カッター 耳毛 鼻毛カッター もみあげシ 	MB-990RT	B0BL2YWH3N	Shipped	1	JPY	6999.0	636.0					350.0			愛知県	444-0124	JP	VPC-6-30594785 Coupon
249-2892586-6971869	249-2892586-6971869	2023-08-31T19:07:58+09:00	2023-09-01T06:23:18+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANERアーバナー ヒゲトリマー バリカン メンズ ひげそり 髭剃 髭トリマー 5段階の長さを自由に決め 日本製Mabuc	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2749.0	250.0					137.0			東京都	167-0021	JP	VPC-6-30594785 Coupon
249-4884494-7544609	249-4884494-7544609	2023-08-31T16:23:36+09:00	2023-09-01T00:21:11+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANERアーバナー ４In１メンズシェーバーセット / 360度洗浄設計の鼻毛カッター 耳毛 鼻毛カッター もみあげシ 	MB-990RT	B0BL2YWH3N	Shipped	1	JPY	6999.0	636.0					350.0			東京都	203-0053	JP	VPC-6-30594785 Coupon
249-9325342-9978201	249-9325342-9978201	2023-08-31T15:03:27+09:00	2023-08-31T17:39:23+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANERアーバナー ヒゲトリマー バリカン メンズ ひげそり 髭剃 髭トリマー 5段階の長さを自由に決め 日本製Mabuc	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2749.0	250.0					137.0			宮崎県	880-0121	JP	VPC-6-30594785 Coupon
250-8839224-9174228	250-8839224-9174228	2023-08-31T14:45:46+09:00	2023-08-31T17:50:53+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANERアーバナー ヒゲトリマー バリカン メンズ ひげそり 髭剃 髭トリマー 5段階の長さを自由に決め 日本製Mabuc	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2749.0	250.0								埼玉県	359-0014	JP	
250-5978819-5971848	250-5978819-5971848	2023-08-31T14:18:26+09:00	2023-08-31T23:21:10+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANERアーバナー ヒゲトリマー バリカン メンズ ひげそり 髭剃 髭トリマー 5段階の長さを自由に決め 日本製Mabuc	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2749.0	250.0								富山県	930-0851	JP	
