amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids 
249-3055530-5692611	249-3055530-5692611	2025-01-31T22:42:52+09:00	2025-02-02T00:36:37+09:00	Shipped	Amazon	Amazon.co.jp			Standard	URBANER ヒゲトリマー 髭 バリカン 2024 IPX8防水 メンズ 髭剃り 電池式バリカン 使いやすく 小型で持ち運び ミニバ 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2249.0	204.0	230.0	21.0				230.0		愛知県	491-0932	JP	
503-4052009-5824618	503-4052009-5824618	2025-01-31T22:36:52+09:00	2025-02-01T06:32:47+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー 髭 バリカン 2024 IPX8防水 メンズ 髭剃り 電池式バリカン 使いやすく 小型で持ち運び ミニバ 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2249.0	204.0								岐阜県	501-2125	JP	
249-7933617-6395063	249-7933617-6395063	2025-01-31T21:02:44+09:00	2025-01-31T22:45:20+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANERアーバナー メンズシェーバー 3アタッチメントセット / 耳毛 鼻毛カッター もみあげシェーバー 髭トリマ 	MB-980/FBA	B07CZ3KDN9	Shipped	1	JPY	2999.0	273.0								京都府	603-8832	JP	
249-5210412-8518248	249-5210412-8518248	2025-01-31T20:03:09+09:00	2025-01-31T20:12:19+09:00	Cancelled	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー 髭 バリカン 2024 IPX8防水 メンズ 髭剃り 電池式バリカン 使いやすく 小型で持ち運び ミニバ 	MB-042/FBA	B07CYZH2XC	Cancelled	0											福岡県	838-1602	JP	
503-0066857-2500626	503-0066857-2500626	2025-01-31T19:54:18+09:00	2025-01-31T23:16:03+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER 犬 爪切り ニッパー ペット用爪切り 初心者 犬 爪切り 犬 猫 爪切り 猫 ペット 爪切り 鳥 爪切り 犬 つめき	CT-20/FBA	B07SHFY8BL	Shipped	1	JPY	2085.0	190.0								大阪府	590-0983	JP	
249-9136367-2681422	249-9136367-2681422	2025-01-31T19:40:38+09:00	2025-02-01T17:16:06+09:00	Shipped	Amazon	Amazon.co.jp			Standard	URBANER ヒゲトリマー 髭 バリカン 2024 IPX8防水 メンズ 髭剃り 電池式バリカン 使いやすく 小型で持ち運び ミニバ 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2249.0	204.0	460.0	42.0						鹿児島県	893-2303	JP	
250-0780344-6340629	250-0780344-6340629	2025-01-31T19:11:06+09:00	2025-02-01T06:18:17+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー 髭 バリカン 2024 IPX8防水 メンズ 髭剃り 電池式バリカン 使いやすく 小型で持ち運び ミニバ 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2249.0	204.0								新潟県	943-0807	JP	
249-5263646-1950228	249-5263646-1950228	2025-01-31T15:03:43+09:00	2025-01-31T23:24:03+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー 髭 バリカン 2024 IPX8防水 メンズ 髭剃り 電池式バリカン 使いやすく 小型で持ち運び ミニバ 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2249.0	204.0								Osaka-fu	556-0001	JP	
503-5052999-1876666	503-5052999-1876666	2025-01-31T14:50:13+09:00	2025-01-31T17:30:13+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー 髭 バリカン 2024 IPX8防水 メンズ 髭剃り 電池式バリカン 使いやすく 小型で持ち運び ミニバ 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2249.0	204.0								千葉県	285-0837	JP	
249-4057059-6111031	249-4057059-6111031	2025-01-31T13:50:15+09:00	2025-01-31T16:10:12+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANERアーバナー メンズシェーバー 3アタッチメントセット / 耳毛 鼻毛カッター もみあげシェーバー 髭トリマ 	MB-980/FBA	B07CZ3KDN9	Shipped	1	JPY	2999.0	273.0								茨城県	302-0005	JP	
503-7335121-8493460	503-7335121-8493460	2025-01-31T13:49:53+09:00	2025-01-31T15:43:41+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー 髭 バリカン 2024 IPX8防水 メンズ 髭剃り 電池式バリカン 使いやすく 小型で持ち運び ミニバ 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2249.0	204.0								東京都	152-0004	JP	
250-8577405-8914263	250-8577405-8914263	2025-01-31T11:49:23+09:00	2025-01-31T15:47:21+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー 髭 バリカン 2024 IPX8防水 メンズ 髭剃り 電池式バリカン 使いやすく 小型で持ち運び ミニバ 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2249.0	204.0								島根県	690-0122	JP	
249-4062769-0903841	249-4062769-0903841	2025-01-31T11:45:53+09:00	2025-01-31T14:01:54+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー 髭 バリカン 2024 IPX8防水 メンズ 髭剃り 電池式バリカン 使いやすく 小型で持ち運び ミニバ 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2249.0	204.0								埼玉県	352-0025	JP	
503-1872656-0706205	503-1872656-0706205	2025-01-31T03:59:33+09:00	2025-01-31T10:24:59+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー 髭 バリカン 2024 IPX8防水 メンズ 髭剃り 電池式バリカン 使いやすく 小型で持ち運び ミニバ 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2249.0	204.0								和歌山県	646-0217	JP	
503-4221418-2167046	503-4221418-2167046	2025-01-30T22:54:38+09:00	2025-01-31T00:44:39+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー 髭 バリカン 2024 IPX8防水 メンズ 髭剃り 電池式バリカン 使いやすく 小型で持ち運び ミニバ 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2249.0	204.0								三重県	515-2513	JP	
250-7632866-9905459	250-7632866-9905459	2025-01-30T21:39:12+09:00	2025-01-31T06:09:07+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー 髭 バリカン 2024 IPX8防水 メンズ 髭剃り 電池式バリカン 使いやすく 小型で持ち運び ミニバ 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2249.0	204.0								北海道	070-0031	JP	
250-4140516-4847021	250-4140516-4847021	2025-01-30T21:33:38+09:00	2025-01-31T18:14:22+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー 髭 バリカン 2024 IPX8防水 メンズ 髭剃り 電池式バリカン 使いやすく 小型で持ち運び ミニバ 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2249.0	204.0							,	愛知県	458-0925	JP	
249-0034247-0367045	249-0034247-0367045	2025-01-30T21:32:55+09:00	2025-02-01T00:10:53+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER ヒゲトリマー 髭 バリカン 2024 IPX8防水 メンズ 髭剃り 電池式バリカン 使いやすく 小型で持ち運び ミニバ 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2249.0	204.0								神奈川県	239-0804	JP	
