amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids 
249-7652972-5995839	249-7652972-5995839	2023-10-31T22:40:48+09:00	2023-11-01T05:53:18+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANERアーバナー ヒゲトリマー 髭 バリカン 髭トリマー 髭用バリカン ヒゲ トリマー 整える 髭バリカン 髭とと 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2999.0	273.0					150.0			岐阜県	509-0126	JP	VPC-6-31066076 Coupon
250-1020451-3119869	250-1020451-3119869	2023-10-31T22:36:05+09:00	2023-11-01T06:21:10+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER(アーバナー) ペン型眉毛シェーバー レディース 眉毛カッター フェイスシェーバー 眉毛 産毛 うぶ毛 まゆ 	MB-052	B08RBRSW72	Shipped	1	JPY	3366.0	306.0					168.0			埼玉県	330-0854	JP	VPC-6-31066076 Coupon
503-3255760-8191035	503-3255760-8191035	2023-10-31T22:20:32+09:00	2023-11-01T10:10:01+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER(アーバナー) 電動水洗い式フェイスシェーバー 眉毛シェーバー 眉毛カッター エチケットシェーバー 眉毛 	MB-062JP	B07CYQVK16	Shipped	1	JPY	3024.0	275.0								新潟県	950-0992	JP	
249-1269338-4113417	249-1269338-4113417	2023-10-31T19:43:37+09:00	2023-11-01T01:23:13+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANERアーバナー ヒゲトリマー 髭 バリカン 髭トリマー 髭用バリカン ヒゲ トリマー 整える 髭バリカン 髭とと 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2849.0	259.0								東京都	175-0094	JP	
249-3444176-6965444	249-3444176-6965444	2023-10-31T16:57:52+09:00	2023-11-01T14:25:36+09:00	Shipped	Amazon	Amazon.co.jp			Standard	URBANER(アーバナー) 電動水洗い式フェイスシェーバー 眉毛シェーバー 眉毛カッター エチケットシェーバー 眉毛 	MB-062JP	B07CYQVK16	Shipped	1	JPY	3024.0	275.0	102.0	9.0				102.0		兵庫県	671-2245	JP	JP Core Free Shipping  2016/03/29 6-38-40-593
503-7461394-3124666	503-7461394-3124666	2023-10-31T13:14:33+09:00	2023-11-01T00:21:38+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANER(アーバナー) 電動水洗い式フェイスシェーバー 眉毛シェーバー 眉毛カッター エチケットシェーバー 眉毛 	MB-062JP	B07CYQVK16	Shipped	1	JPY	3024.0	275.0								神奈川県	240-0004	JP	
503-2948010-5194262	503-2948010-5194262	2023-10-31T11:59:45+09:00	2023-11-01T18:26:09+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANERアーバナー ペット用爪切り 初心者 犬 爪切り 犬 猫 爪切り 猫 ペット 爪切り 鳥 爪切り 犬 つめきり 小型 	CT-20/FBA	B07SHFY8BL	Shipped	1	JPY	2643.0	240.0								茨城県	314-0144	JP	
249-0442761-3787827	249-0442761-3787827	2023-10-31T10:23:05+09:00	2023-10-31T17:26:54+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANERアーバナー ヒゲトリマー 髭 バリカン 髭トリマー 髭用バリカン ヒゲ トリマー 整える 髭バリカン 髭とと 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2999.0	273.0					150.0			東京都	202-0011	JP	VPC-6-31066076 Coupon
249-8782875-7771846	249-8782875-7771846	2023-10-31T10:02:33+09:00	2023-10-31T17:28:38+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANERアーバナー 男性用 メンズシェーバー 3アタッチメントセット / 耳毛 鼻毛カッター もみあげシェーバー 髭 	MB-980/FBA	B07CZ3KDN9	Shipped	1	JPY	3999.0	364.0								埼玉県	354-0044	JP	
249-5749369-0910253	249-5749369-0910253	2023-10-31T09:35:31+09:00	2023-10-31T14:06:42+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANERアーバナー ヒゲトリマー 髭 バリカン 髭トリマー 髭用バリカン ヒゲ トリマー 整える 髭バリカン 髭とと 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2999.0	273.0					150.0			京都府	610-0117	JP	VPC-6-31066076 Coupon
249-2344940-9122233	249-2344940-9122233	2023-10-31T08:54:25+09:00	2023-10-31T17:45:11+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANERアーバナー ヒゲトリマー 髭 バリカン 髭トリマー 髭用バリカン ヒゲ トリマー 整える 髭バリカン 髭とと 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2999.0	273.0					150.0			沖縄県	904-2171	JP	VPC-6-31066076 Coupon
249-2390099-3859059	249-2390099-3859059	2023-10-31T08:35:38+09:00	2023-10-31T11:45:22+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANERアーバナー ４In１メンズシェーバーセット / 360度洗浄設計の鼻毛カッター 耳毛 鼻毛カッター もみあげシ 	MB-990RT	B0BL2YWH3N	Shipped	1	JPY	6999.0	636.0								東京都	168-0063	JP	
503-1219619-4988664	503-1219619-4988664	2023-10-31T03:48:49+09:00	2023-10-31T17:07:08+09:00	Shipped	Amazon	Amazon.co.jp			Standard	URBANERアーバナー ヒゲトリマー 髭 バリカン 髭トリマー 髭用バリカン ヒゲ トリマー 整える 髭バリカン 髭とと 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2999.0	272.0	205.0	19.0				205.0		愛知県	446-0037	JP	JP Core Free Shipping  2016/03/29 6-38-40-593
503-3019114-9495817	503-3019114-9495817	2023-10-31T00:57:32+09:00	2023-10-31T11:18:04+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANERアーバナー ヒゲトリマー 髭 バリカン 髭トリマー 髭用バリカン ヒゲ トリマー 整える 髭バリカン 髭とと 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2999.0	273.0								千葉県	270-1165	JP	
503-3557234-9538200	503-3557234-9538200	2023-10-30T23:15:53+09:00	2023-10-31T06:30:59+09:00	Cancelled	Amazon	Amazon.co.jp			Expedited	URBANER(アーバナー) 電動水洗い式フェイスシェーバー 眉毛シェーバー 眉毛カッター エチケットシェーバー 眉毛 	MB-062JP	B07CYQVK16	Cancelled	0											神奈川県	239-0811	JP	
503-9515701-2919022	503-9515701-2919022	2023-10-30T21:52:00+09:00	2023-10-31T06:08:37+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANERアーバナー ヒゲトリマー 髭 バリカン 髭トリマー 髭用バリカン ヒゲ トリマー 整える 髭バリカン 髭とと 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2999.0	273.0					150.0			福岡県	811-1344	JP	VPC-6-31066076 Coupon
250-3753085-7650218	250-3753085-7650218	2023-10-30T21:17:43+09:00	2023-10-30T23:43:23+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANERアーバナー ４In１メンズシェーバーセット / 360度洗浄設計の鼻毛カッター 耳毛 鼻毛カッター もみあげシ 	MB-990RT	B0BL2YWH3N	Shipped	1	JPY	6999.0	636.0								茨城県	312-0063	JP	
250-6361346-5145433	250-6361346-5145433	2023-10-30T20:56:09+09:00	2023-10-31T02:08:32+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANERアーバナー ４In１メンズシェーバーセット / 360度洗浄設計の鼻毛カッター 耳毛 鼻毛カッター もみあげシ 	MB-990RT	B0BL2YWH3N	Shipped	1	JPY	6999.0	636.0					350.0			熊本県	860-0021	JP	VPC-6-31066076 Coupon
503-5016632-4971848	503-5016632-4971848	2023-10-30T20:10:54+09:00	2023-10-30T20:11:30+09:00	Cancelled	Amazon	Amazon.co.jp			Expedited	URBANER(アーバナー) 電動水洗い式フェイスシェーバー 眉毛シェーバー 眉毛カッター エチケットシェーバー 眉毛 	MB-062JP	B07CYQVK16	Cancelled	0											福岡県	811-1353	JP	
503-2154074-4116660	503-2154074-4116660	2023-10-30T16:15:54+09:00	2023-10-31T18:06:45+09:00	Shipped	Amazon	Amazon.co.jp			Standard	URBANER(アーバナー) 猫用爪切り 猫 小型 犬 用 爪 切り ペット 猫 犬 用 爪 切り 安全 カッター 猫 爪 切り 小型 犬	CT-21/FBA	B099MKPRHP	Shipped	1	JPY	2402.0	219.0	410.0	37.0				410.0		東京都	181-0015	JP	JP Core Free Shipping  2016/03/29 6-38-40-593
249-1072175-0707013	249-1072175-0707013	2023-10-30T14:20:14+09:00	2023-10-30T23:28:16+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANERアーバナー ヒゲトリマー 髭 バリカン 髭トリマー 髭用バリカン ヒゲ トリマー 整える 髭バリカン 髭とと 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2999.0	273.0					150.0			愛知県	493-8001	JP	VPC-6-31066076 Coupon
503-6060291-4343053	503-6060291-4343053	2023-10-30T11:56:24+09:00	2023-10-30T21:29:20+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANERアーバナー ４In１メンズシェーバーセット / 360度洗浄設計の鼻毛カッター 耳毛 鼻毛カッター もみあげシ 	MB-990RT	B0BL2YWH3N	Shipped	1	JPY	6999.0	636.0								埼玉県	336-0026	JP	
250-1597718-2189421	250-1597718-2189421	2023-10-30T09:08:40+09:00	2023-10-30T16:51:19+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANERアーバナー ヒゲトリマー 髭 バリカン 髭トリマー 髭用バリカン ヒゲ トリマー 整える 髭バリカン 髭とと 	MB-042/FBA	B07CYZH2XC	Shipped	1	JPY	2999.0	273.0								北海道	070-8012	JP	
249-5820536-6697414	249-5820536-6697414	2023-10-30T00:35:05+09:00	2023-10-30T06:27:16+09:00	Shipped	Amazon	Amazon.co.jp			Expedited	URBANERアーバナー 男性用 メンズシェーバー 3アタッチメントセット / 耳毛 鼻毛カッター もみあげシェーバー 髭 	MB-980/FBA	B07CZ3KDN9	Shipped	1	JPY	3999.0	364.0					200.0			茨城県	300-2658	JP	VPC-6-31066076 Coupon
